scenario_token,outer_test_fold,calibration_fold,candidate_count,positive_opportunity,rsm_selected_action,rsm_selected_teacher_improvement,quality_selected_action,plan_control_selected_action,dist_mean_selected_action,temporal_profile_selected_action,dirp_joint_selected_action,quality_value,plan_control_value,dist_mean_value,temporal_profile_value,dirp_joint_value,cv_occ_selected_action,local_rf_selected_action,plan_rf_selected_action,cv_occ_value,local_rf_value,plan_rf_value,pc_occupancy_robust_selected_action,pc_occupancy_robust_value,rsm_occ_delta_cv,rsm_occ_delta_ca,rsm_occ_delta_brake,rsm_occ_delta_yield,rsm_occ_delta_nonyield,risk_delta_l1,delta_hard_agent_risk,delta_soft_agent_risk,delta_agent_ttc_risk,delta_hard_off_route_risk,delta_soft_off_route_risk,delta_red_light_risk,teacher_bucket,quality_accept,cv_occ_accept,local_rf_accept,plan_rf_accept,v44_robust_accept,current_risk_all_zero,cv_to_local_local_only,cv_to_local_cv_only,local_to_plan_plan_only,local_to_plan_local_only,v44robust_to_plan_plan_only,v44robust_to_plan_v44_only,teacher_bucket_v46,plan_control_accept,dist_mean_accept,temporal_profile_accept,dirp_joint_accept,plan_to_dist_mean_dist_mean_only,plan_to_dist_mean_plan_only,plan_to_temporal_profile_temporal_profile_only,plan_to_temporal_profile_plan_only,plan_to_dirp_joint_dirp_joint_only,plan_to_dirp_joint_plan_only,plan_control_material_miss,dist_mean_material_miss,temporal_profile_material_miss,dirp_joint_material_miss
69f12cf621135ce3,2,3,17,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71589a780d925ed6,2,3,17,1,3,0.9912868022998796,-1,-1,-1,-1,-1,-0.0028363543421509,-0.153172021272335,-0.1494833000468097,-0.1261613393032258,-0.0859212172427471,-1,-1,-1,-0.2326125656805251,-0.1397231727338878,-0.153172021272335,-1,-0.0027198203037241,-0.0437606275081634,-0.0438746511936187,0.045316994190216,-0.0432861745357513,-0.0438657402992248,0.0070807933807373,0.0,0.0,0.0070807933807373,0.0,0.0,0.0,material_positive_gt_0.2,False,False,False,False,False,False,False,False,False,False,False,False,material_positive_gt_0p2,False,False,False,False,False,False,False,False,False,False,True,True,True,True
7c39359aaa345e52,2,3,11,1,9,0.0004377499253883,-1,-1,-1,-1,-1,-0.0793108745568912,-0.1543793772885482,-0.1569103179967686,-0.1555957603950701,-0.1436828754730449,-1,-1,-1,-0.1902704371943588,-0.1435045955824991,-0.1543793772885482,-1,-0.2022910628961433,-0.0211321413516998,-0.0211321115493774,-0.0211321413516998,-0.0211321711540222,-0.0211321115493774,0.1122954189777374,0.0,0.0,-0.1122954189777374,0.0,0.0,0.0,positive_le_0.001,False,False,False,False,False,False,False,False,False,False,False,False,positive_le_0p001,False,False,False,False,False,False,False,False,False,False,False,False,False,False
93ccd00db2005d2d,2,3,17,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
a1c64a274ecc54b0,2,3,1,1,20,9.327751190868484e-05,-1,20,-1,-1,-1,-0.019394977721152,0.0091903716179913,-0.0137647771856596,-0.0422797705102004,-0.0261078580532249,20,20,20,0.0652187406163927,0.0130605850052732,0.0091903716179913,20,0.015055359315102,0.016114592552185,0.0061995089054107,0.0070950835943222,0.007178708910942,0.0027723312377929,0.0002772808074951,0.0,0.0,0.0002772808074951,0.0,0.0,0.0,positive_le_0.001,False,True,True,True,True,False,False,False,False,False,False,False,positive_le_0p001,True,False,False,False,False,True,False,True,False,True,False,False,False,False
a71d387393a559d4,2,3,17,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
c65275d1d5af5014,2,3,17,0,3,-0.0002589660743251,3,3,3,3,3,0.0778033064220765,0.0897909398685055,0.1853254039074174,0.0711925667701659,0.1279808904845816,-1,3,3,-0.0002144686604541,0.0764805160604242,0.0897909398685055,-1,-0.0086665309795562,-0.0148583948612213,-0.0148583948612213,-0.0148584246635437,-0.0148584246635437,-0.0148583948612213,0.3321055918931961,0.0,0.0,-0.3321055918931961,0.0,0.0,0.0,mild_harm,True,False,True,True,False,False,True,False,False,False,True,False,mild_harm,True,True,True,True,False,False,False,False,False,False,False,False,False,False
cd7aee35baa65cec,2,3,16,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dc6d75a4555c5fd6,2,3,10,1,21,3.0565711064264086e-05,-1,-1,-1,-1,-1,-0.0780733248875272,-0.0776396835506306,-0.1062479681837926,-0.0730382718794507,-0.0856574286799455,-1,-1,-1,-0.033432630839184,-0.0687233087554681,-0.0776396835506306,-1,-0.0285964984410425,0.0085017830133438,0.0085017830133438,0.0085017681121826,0.0085017830133438,0.0085017681121826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive_le_0.001,False,False,False,False,False,True,False,False,False,False,False,False,positive_le_0p001,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24e5d608f799503b,2,3,17,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2fdb08ec2f205723,2,3,17,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77e69dcde5805f89,2,3,17,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
79a429b2a2b450e7,2,3,17,1,3,4.5840236171379445e-05,-1,-1,-1,-1,-1,-0.0549391677490245,-0.1303104340224199,-0.1074988190033618,-0.0348708109771562,-0.030338989813631,-1,-1,-1,-0.1559495595997923,-0.1186225196752364,-0.1303104340224199,-1,-0.0777071546506644,-0.0192373096942901,3.598630428314209e-05,0.0051421076059341,-0.0008475184440612,-0.0175232887268066,0.1382702887058258,0.0,0.0,0.1382702887058258,0.0,0.0,0.0,positive_le_0.001,False,False,False,False,False,False,False,False,False,False,False,False,positive_le_0p001,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8724d825e1c15a99,2,3,18,1,3,0.0005389120473116,-1,-1,-1,-1,-1,-0.0690280172808222,-0.1913738909444478,-0.202319961946733,-0.222715049191869,-0.2334900140247942,-1,-1,-1,-0.2506042020368136,-0.1941925860625076,-0.1913738909444478,-1,-0.2713551701808435,-0.0345809757709503,-0.0051685273647308,-0.0129618942737579,-0.049204796552658,-0.0228497982025146,0.0122588276863098,0.0,0.0,-0.0122588276863098,0.0,0.0,0.0,positive_le_0.001,False,False,False,False,False,False,False,False,False,False,False,False,positive_le_0p001,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dd63e7a132215419,2,3,9,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0e59b30dfd9d5121,2,3,19,1,21,0.000267652710434,-1,21,21,21,21,-0.0178473428725862,0.2412692035472067,0.2385307619953111,0.0425512817693083,0.0976793751407729,-1,21,21,-0.2733921306215557,0.2406715430823295,0.2412692035472067,-1,-0.2267183191201432,-0.04866823554039,-0.0501745641231536,-0.0159228295087814,0.0331612229347229,-0.1130647361278534,0.0339401364326477,0.0,-0.0087228417396545,0.0252172946929931,0.0,0.0,0.0,positive_le_0.001,False,False,True,True,False,False,True,False,False,False,True,False,positive_le_0p001,True,True,True,True,False,False,False,False,False,False,False,False,False,False
38eeabce6a485364,2,3,15,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5aa3112549445a00,2,3,4,0,20,-5.174224078752232e-06,-1,-1,-1,-1,-1,-0.0266907932467618,-0.0554316154519432,-0.0462937679819189,-0.0303420577770837,-0.0169859504545614,-1,-1,-1,-0.0596445210518922,-0.05047838481449,-0.0554316154519432,20,0.047199289752021,-0.0062760114669799,0.0268988609313964,0.0009185522794723,-0.0009781569242477,0.0071979165077209,0.0206744670867919,0.0,0.0105291008949279,-0.010145366191864,0.0,0.0,0.0,mild_harm,False,False,False,False,True,False,False,False,False,False,False,True,mild_harm,False,False,False,False,False,False,False,False,False,False,False,False,False,False
683e8d239bf75a5d,2,3,17,1,22,-0.0001595440631732,-1,-1,-1,-1,-1,-0.0496712371730549,-0.3763899451341939,-0.2853046570101269,-0.5459976461118156,-0.3512573052059548,-1,-1,-1,-0.1617003499659186,-0.3753600429609952,-0.3763899451341939,-1,-0.1737932359882663,-0.0213358253240585,-0.0213358253240585,-0.0213358253240585,-0.0213358253240585,-0.0213207006454467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mild_harm,False,False,False,False,False,True,False,False,False,False,False,False,mild_harm,False,False,False,False,False,False,False,False,False,False,False,False,False,False
713177596893526a,2,3,23,1,1,0.9896099772717104,-1,1,1,-1,-1,-0.0288152828959088,0.0097765864206434,0.0132309737054536,-0.042768575558511,-0.0419795866338346,1,1,1,0.0389894255683899,0.0041318589108879,0.0097765864206434,1,0.2892276218147135,0.0129133313894271,0.0129134505987167,0.0966973751783371,0.0134155340492725,0.012911319732666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,material_positive_gt_0.2,False,True,True,True,True,True,False,False,False,False,False,False,material_positive_gt_0p2,True,True,False,False,False,False,False,True,False,True,False,False,True,True
8be5348ca3425c10,2,3,10,0,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
90244d4079fe5582,2,3,13,1,1,0.0010825669911689,1,1,-1,-1,-1,0.0011527811222699,0.0377841332952445,-0.0519512019236911,-0.0107783399222991,-0.0156946179383678,-1,1,1,-0.1704664981921545,0.0280314659661547,0.0377841332952445,-1,-0.1057587561877944,-0.0326846987009048,-0.037338763475418,-0.0167911946773529,-0.0093001127243042,-0.0403962135314941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive_0.001_to_0.01,True,False,True,True,False,True,True,False,False,False,True,False,positive_0p001_to_0p01,True,False,False,False,False,True,False,True,False,True,False,False,False,False
a63aaf23916e5f10,2,3,8,1,0,-9.402019237750216e-05,-1,-1,-1,-1,-1,-0.0615337861256909,-0.2334310696337021,-0.2489133603966118,-0.2245647843120756,-0.2593273838432431,-1,-1,-1,-0.1132977106797478,-0.2112031936347826,-0.2334310696337021,-1,-0.2332233205617249,-0.0098583996295928,-0.0099664628505706,-0.0395923852920532,-0.0305628329515457,-0.0134106576442718,0.020125389099121,0.0,0.0,-0.020125389099121,0.0,0.0,0.0,mild_harm,False,False,False,False,False,False,False,False,False,False,False,False,mild_harm,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ac29e7c780d75eee,2,3,3,0,17,-1.1126175523124004e-06,-1,-1,-1,-1,-1,-0.0470390419914695,-0.0509515595769078,-0.0485311182306213,-0.045049013766118,-0.04514899322139,-1,-1,-1,-0.0528356810256574,-0.0506141228372874,-0.0509515595769078,-1,-0.0358513014171552,-0.0011039674282073,0.0037958025932312,0.0002349615097045,0.0001914203166961,0.0014310479164123,0.0049797296524047,0.0,0.0018684267997741,0.0031113028526306,0.0,0.0,0.0,mild_harm,False,False,False,False,False,False,False,False,False,False,False,False,mild_harm,False,False,False,False,False,False,False,False,False,False,False,False,False,False
b4a3828e9a685c84,2,3,1,0,16,0.0,-1,-1,-1,-1,-1,-0.0372104772870941,-0.0372104772870941,-0.0372104772870941,-0.0372104772870941,-0.0372104772870941,-1,-1,-1,-0.0372104772870941,-0.0372104772870941,-0.0372104772870941,-1,-0.0372104772870941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mild_harm,False,False,False,False,False,True,False,False,False,False,False,False,mild_harm,False,False,False,False,False,False,False,False,False,False,False,False,False,False
b9b7f27d456b5e0b,2,3,1,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
c6eebddd3a955416,2,3,16,0,3,-0.0003261594811454,-1,-1,-1,-1,-1,-0.0339152889895815,-0.0389111732232822,-0.0227855930583157,-0.0039025917414504,-0.0183024698378444,-1,-1,-1,-0.0472846756407248,-0.0398634211846342,-0.0389111732232822,-1,-0.0139525253988818,-0.0025461912155151,-0.0014059990644454,0.0001793354749679,0.0174650996923446,-0.0015539303421974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mild_harm,False,False,False,False,False,True,False,False,False,False,False,False,mild_harm,False,False,False,False,False,False,False,False,False,False,False,False,False,False
e06039dcbccd55a0,2,3,17,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ee1f7084ec1a54cf,2,3,11,0,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fa243f63e0525715,2,3,15,0,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1c3f933be722564d,2,3,2,0,7,-2.020616720138795,-1,-1,-1,7,-1,-0.024374035881164,-0.0260383687789839,-0.1251241779421644,0.0411812834906649,-0.2559519055514924,-1,-1,-1,-0.3369542417656673,-0.025384116863463,-0.0260383687789839,-1,-0.3718690481965422,-0.0595305562019348,-0.060203343629837,-0.0616316795349121,-0.0589491128921508,-0.0600626766681671,0.0246817469596862,0.0,-0.0027768611907958,-0.0219048857688903,0.0,0.0,0.0,catastrophe,False,False,False,False,False,False,False,False,False,False,False,False,catastrophe,False,False,True,False,False,False,True,False,False,False,False,False,False,False
27d3a84b2d335113,2,3,13,1,0,3.223411133512874e-06,-1,-1,-1,-1,-1,-0.0182379945229968,-0.0226589428225203,-0.0219380996359858,-0.0152887064046098,-0.0162674381711635,-1,-1,-1,-0.0220946417684273,-0.0224261440734137,-0.0226589428225203,-1,-0.0225124399017118,-0.0007344931364059,-0.0007344931364059,-0.0007344931364059,-0.0007344931364059,-0.0007344931364059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive_le_0.001,False,False,False,False,False,True,False,False,False,False,False,False,positive_le_0p001,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37c65539bccb5da7,2,3,18,1,19,3.19452974479645e-05,19,19,19,19,19,0.130424363838848,0.1275915368317882,0.1273157585175947,0.1188613766951921,0.1203868265838481,19,19,19,0.1272383618633218,0.1277813470320111,0.1275915368317882,19,0.1243207385125004,-0.0006067678332328,-0.0014993399381637,-0.0006067678332328,-0.0006067678332328,-0.0006067678332328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive_le_0.001,True,True,True,True,True,True,False,False,False,False,False,False,positive_le_0p001,True,True,True,True,False,False,False,False,False,False,False,False,False,False
3dae82a193c9501b,2,3,17,0,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69a069b9a6985aaf,2,3,15,1,7,0.0001744541430845,-1,7,7,-1,7,-0.0713918631522196,0.0118617165779122,0.0191947056118984,-0.0307364261940416,0.0050533995383347,-1,7,7,-0.07301553839317,0.0057731560592413,0.0118617165779122,-1,-0.0612597306144795,-0.0003092288970947,-0.000264823436737,0.0076494887471199,0.0066452920436859,-0.0005685091018676,0.0102431178092956,0.0,0.0,0.0102431178092956,0.0,0.0,0.0,positive_le_0.001,False,False,True,True,False,False,True,False,False,False,True,False,positive_le_0p001,True,True,False,True,False,False,False,True,False,False,False,False,False,False
7d8759e340975895,2,3,12,1,14,0.0001328599065542,14,14,14,14,14,0.0307019255528643,0.0358370972899855,0.0366559115911026,0.0292573077092718,0.0282325276197125,14,14,14,0.0377484532621375,0.0349851401942664,0.0358370972899855,14,0.0385118439564219,0.0013420060276985,0.0013420060276985,0.0013420060276985,0.0013420060276985,0.0013420060276985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive_le_0.001,True,True,True,True,True,True,False,False,False,False,False,False,positive_le_0p001,True,True,True,True,False,False,False,False,False,False,False,False,False,False
a99fbe3c63d15894,2,3,23,1,21,-3.527703285222117e-05,-1,-1,-1,-1,-1,-0.0035628036422879,-0.0081389029676347,-0.0083225015652098,-0.0002375577870887,-1.1582299139088498e-05,-1,-1,-1,-0.0096563449690004,-0.0076826175641677,-0.0081389029676347,-1,-0.0103164789382108,-0.0011605080217123,-0.0011605080217123,-0.0011605080217123,-0.0011605080217123,-0.0011605080217123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mild_harm,False,False,False,False,False,True,False,False,False,False,False,False,mild_harm,False,False,False,False,False,False,False,False,False,False,False,False,False,False
aaf8a6e715785915,2,3,19,1,21,1.1295703612024257e-05,-1,-1,-1,-1,-1,-0.0212535995717369,-0.0232392172728247,-0.0192274694060486,-0.0180113986052269,-0.0205950491249643,-1,-1,-1,-0.0177290693726895,-0.0235906927614186,-0.0232392172728247,-1,-0.0156390419611628,0.000671237707138,0.000671237707138,0.001266673207283,0.0006633102893829,0.000671237707138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive_le_0.001,False,False,False,False,False,True,False,False,False,False,False,False,positive_le_0p001,False,False,False,False,False,False,False,False,False,False,False,False,False,False
adb358cddcdf5ad4,2,3,17,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ae3f167434e35c78,2,3,4,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ae62df1371af5474,2,3,9,0,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
f0a54058d2af5c6c,2,3,16,1,4,0.0006539796369151,-1,-1,-1,-1,-1,-0.0640688738225068,-0.1268042053556094,-0.1330961898461528,-0.0771288530688551,-0.0807365669760739,-1,-1,-1,-0.1433511300713797,-0.1189809530823204,-0.1268042053556094,-1,-0.1519401141440426,-0.0150992274284362,-0.0150992274284362,-0.0150992274284362,-0.0150992274284362,-0.0150992274284362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive_le_0.001,False,False,False,False,False,True,False,False,False,False,False,False,positive_le_0p001,False,False,False,False,False,False,False,False,False,False,False,False,False,False
f533a754e0245b89,2,3,7,1,10,-0.0028522905766963,-1,-1,-1,-1,-1,-0.0415775695024275,-0.0144170033848052,-0.0129182322703207,-0.05602744410205,-0.0571939800371684,-1,-1,-1,-0.0072184072996037,-0.0157430947983065,-0.0144170033848052,-1,-0.0034961470375124,0.0065436661243438,0.0065436661243438,0.0065436661243438,0.0065436661243438,0.0065436661243438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mild_harm,False,False,False,False,False,True,False,False,False,False,False,False,mild_harm,False,False,False,False,False,False,False,False,False,False,False,False,False,False
f9c3f5c430be54aa,2,3,2,1,2,1.5646017807097174,2,2,2,2,2,0.1402687968411519,0.1355132682727966,0.1400566554399314,0.020618190791713,0.0083158322064046,2,2,2,0.4016456629663099,0.07006161510515,0.1355132682727966,2,0.339069413449519,0.049778938293457,0.0195139050483703,0.0405814051628112,0.0505158007144928,0.0490198135375976,0.6021408289670944,0.0,0.1782705783843994,0.423870250582695,0.0,0.0,0.0,material_positive_gt_0.2,True,True,True,True,True,False,False,False,False,False,False,False,material_positive_gt_0p2,True,True,True,True,False,False,False,False,False,False,False,False,False,False
02bb7e4c3012543c,2,3,8,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
105b657c237a5c20,2,3,11,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11aaf0aadcfb5861,2,3,17,0,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22b187e4a9c25c9b,2,3,14,0,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2f2543566c675f13,2,3,11,1,1,4.081237241626568e-05,-1,-1,-1,-1,-1,-0.0302989330726555,-0.0844540438541224,-0.0106164207954181,-0.1153705991752356,-0.0069384276581092,1,-1,-1,0.0071739637869896,-0.0595937102725671,-0.0844540438541224,1,0.0112335418823963,0.0071366727352142,0.0071366727352142,0.0071366727352142,0.0071366727352142,0.0071366727352142,0.0028388500213623,0.0,0.0002932548522949,-0.0025455951690673,0.0,0.0,0.0,positive_le_0.001,False,True,False,False,True,False,False,True,False,False,False,True,positive_le_0p001,False,False,False,False,False,False,False,False,False,False,False,False,False,False
359105de514f5258,2,3,12,1,9,-0.0003807342187269,-1,9,9,-1,-1,-0.1007472449868873,0.0274468469663559,0.1138914837728851,-0.1473153898198287,-0.0958754048849143,9,9,9,0.0187552922779709,0.0575812422891995,0.0274468469663559,9,0.0317014630430531,0.0227591320872306,0.0227591320872306,0.0227591320872306,0.0227591320872306,0.0227591320872306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mild_harm,False,True,True,True,True,True,False,False,False,False,False,False,mild_harm,True,True,False,False,False,False,False,True,False,True,False,False,False,False
5740c711ed2d5d2f,2,3,17,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5f01892cbea95932,2,3,14,0,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75fd8a14d25350e5,2,3,12,1,14,6.06032689663456,14,14,14,14,14,0.1343404675354907,1.1163348645620657,0.9296887507298291,2.317160436247773,1.723665967597298,14,14,14,1.409318085157932,1.0715552318667128,1.1163348645620657,14,1.4667599839298362,0.2428181171417236,0.2428181171417236,0.2148119509220123,0.2428181171417236,0.2428181171417236,0.9227400422096252,0.0,0.6164298057556152,0.30631023645401,0.0,0.0,0.0,material_positive_gt_0.2,True,True,True,True,True,False,False,False,False,False,False,False,material_positive_gt_0p2,True,True,True,True,False,False,False,False,False,False,False,False,False,False
78dae1caad5656a7,2,3,15,1,17,0.0001282766357064,17,17,17,-1,-1,0.0422359832352668,0.1107463810901578,0.1612975448102602,-0.0084829857656755,-0.0392289381544608,17,17,17,0.1181086791162144,0.1152020783340216,0.1107463810901578,17,0.126328244767755,0.0144498720765113,0.0144498720765113,0.0144498720765113,0.0144498720765113,0.0144498720765113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive_le_0.001,True,True,True,True,True,True,False,False,False,False,False,False,positive_le_0p001,True,True,False,False,False,False,False,True,False,True,False,False,False,False
a9e5024892425a19,2,3,10,1,9,0.1097359060698885,9,9,9,9,9,0.047245713166664,0.161669301528403,0.1355422777183816,0.1743913095163368,0.11095987127023,9,9,9,0.0378421684042484,0.1258967517256006,0.161669301528403,9,0.0471737779592375,-0.0017908960580825,-0.0172313451766967,0.0132423043251037,0.0279550850391387,0.017847329378128,0.0215622782707214,0.0,-0.0077003240585327,0.0138619542121887,0.0,0.0,0.0,positive_0.01_to_0.2,True,True,True,True,True,False,False,False,False,False,False,False,positive_0p01_to_0p2,True,True,True,True,False,False,False,False,False,False,False,False,False,False
aaddf9a720325142,2,3,11,0,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
d32e31e6812d546f,2,3,9,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
e034837cf84e5081,2,3,8,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
e865980d1e455826,2,3,16,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
